transaction_id,product_surragate_id,customer_id,transaction_date,online_order,order_status,list_price
119,22,1591,2017-02-20,False,Approved,1469.44
120,84,678,2017-06-16,False,Approved,495.72
121,6,50,2017-12-04,False,Approved,1538.99
122,85,1038,2017-12-01,True,Approved,1777.8
123,66,1453,2017-03-05,True,Approved,752.64
124,86,1339,2017-03-21,False,Approved,795.34
125,87,3382,2017-01-03,True,Approved,575.27
126,88,773,2017-04-01,False,Approved,795.34
127,65,2503,2017-03-16,True,Approved,290.62
128,6,1057,2017-02-26,False,Approved,1538.99
129,58,1397,2017-06-05,False,Approved,175.89
130,31,2134,2017-09-04,False,Approved,1769.64
131,89,2403,2017-01-18,True,Approved,1172.78
132,10,1937,2017-09-28,False,Approved,1231.15
133,90,1282,2017-09-02,True,Approved,1065.03
134,5,2183,2017-05-09,False,Approved,1765.3
135,62,1788,2017-10-17,False,Approved,792.9
136,91,1170,2017-04-25,True,Approved,1807.45
137,0,431,2017-09-23,False,Approved,1942.61
138,93,1940,2017-08-02,False,Approved,1065.03
139,94,2073,2017-03-25,False,Cancelled,1179.0
140,95,462,2017-01-01,False,Approved,1274.93
141,96,2728,2017-12-22,False,Approved,1945.43
142,34,2053,2017-12-25,False,Approved,1289.85
143,48,2135,2017-01-26,True,Approved,1977.36
144,97,1217,2017-12-20,False,Approved,1890.39
145,98,2992,2017-06-07,True,Approved,980.37
146,99,3261,2017-04-06,True,Approved,416.98
147,100,2748,2017-04-25,True,Approved,544.05
148,101,3262,2017-01-13,False,Approved,1386.84
149,21,788,2017-03-21,False,Approved,1362.99
150,102,3067,2017-11-21,True,Approved,742.54
151,103,701,2017-11-11,False,Approved,230.91
152,29,648,2017-10-16,False,Approved,1415.01
153,3,3286,2017-08-19,True,Approved,1793.43
154,2,3383,2017-04-06,True,Approved,2091.47
155,104,982,2017-11-04,True,Approved,688.63
156,30,676,2017-08-22,True,Approved,1842.92
157,105,385,2017-09-15,True,Approved,748.17
158,58,1229,2017-03-01,True,Approved,175.89
159,106,3232,2017-08-16,False,Approved,1466.68
160,0,3300,2017-08-27,False,Approved,1656.86
161,107,2381,2017-07-10,False,Approved,792.9
162,5,371,2017-12-11,False,Approved,1765.3
163,59,2519,2017-05-20,True,Approved,1073.07
164,68,2264,2017-07-30,False,Approved,1024.66
165,2,2637,2017-10-25,True,Approved,2091.47
166,5,3262,2017-11-27,False,Approved,1765.3
167,108,3177,2017-04-26,,Approved,363.01
168,60,2267,2017-02-02,False,Approved,1179.0
169,109,456,2017-05-02,False,Approved,202.62
170,42,404,2017-10-16,,Approved,227.88
171,110,3121,2017-10-22,False,Approved,1036.59
172,35,2365,2017-04-11,True,Approved,1894.19
173,110,2528,2017-11-16,False,Approved,1036.59
174,106,3151,2017-12-17,False,Approved,1466.68
175,6,3241,2017-12-23,False,Approved,1538.99
176,111,1335,2017-03-30,True,Approved,1228.07
177,108,2234,2017-04-13,False,Approved,363.01
178,56,3226,2017-07-25,True,Approved,183.86
179,67,1365,2017-01-31,False,Approved,478.16
180,83,3349,2017-03-18,True,Approved,1775.81
181,68,1002,2017-02-24,False,Approved,1024.66
182,14,2282,2017-02-18,False,Approved,1661.92
183,34,2656,2017-01-07,False,Approved,1289.85
184,112,2409,2017-07-05,True,Approved,1842.92
185,25,1711,2017-11-19,False,Approved,642.31
186,68,2582,2017-11-08,True,Approved,1024.66
187,113,1005,2017-07-24,True,Approved,1873.97
188,2,1597,2017-01-15,True,Approved,2091.47
189,56,2713,2017-01-12,True,Approved,183.86
190,3,1435,2017-11-27,True,Approved,1793.43
191,114,1477,2017-06-30,True,Approved,774.53
192,115,1614,2017-07-15,True,Approved,230.91
193,10,1254,2017-06-22,True,Approved,1231.15
194,6,1423,2017-05-02,False,Approved,1538.99
195,116,276,2017-12-27,False,Approved,586.45
196,117,1315,2017-12-21,True,Approved,12.01
197,70,591,2017-05-23,True,Approved,441.49
198,118,1017,2017-02-02,False,Approved,1762.96
199,17,2123,2017-06-08,False,Approved,1311.44
200,119,2889,2017-04-15,True,Approved,1890.39
201,120,3208,2017-09-05,True,Approved,533.51
202,121,2406,2017-02-26,True,Approved,688.63
203,100,2041,2017-07-29,False,Approved,544.05
204,116,1598,2017-07-03,True,Approved,586.45
205,57,1842,2017-05-27,True,Approved,912.52
206,122,141,2017-05-05,False,Approved,1129.13
207,45,1321,2017-09-09,False,Approved,1635.3
208,123,183,2017-05-21,False,Approved,2005.66
209,124,2591,2017-09-22,False,Approved,1415.01
210,125,3356,2017-04-12,True,Approved,1483.2
211,126,766,2017-05-07,True,Approved,1458.17
212,127,1596,2017-01-13,False,Approved,1469.44
213,128,520,2017-12-14,False,Approved,1148.64
214,34,868,2017-03-22,True,Approved,1289.85
215,5,2999,2017-09-30,False,Approved,1765.3
216,24,352,2017-11-29,True,Approved,360.4
217,81,1140,2017-06-09,False,Approved,1873.97
218,129,621,2017-04-21,False,Approved,1894.19
219,130,3307,2017-11-13,False,Approved,590.26
220,106,1502,2017-04-09,True,Approved,1466.68
221,50,936,2017-05-08,False,Approved,1403.5
222,131,939,2017-07-08,True,Approved,1703.52
223,130,2698,2017-11-30,False,Approved,590.26
224,107,579,2017-04-25,True,Approved,792.9
225,18,2036,2017-03-30,True,Approved,1292.84
226,131,3077,2017-03-10,False,Approved,1703.52
227,38,369,2017-03-16,True,Approved,235.63
228,132,821,2017-04-04,True,Approved,1163.89
229,23,2687,2017-03-13,True,Approved,574.64
230,38,681,2017-12-23,True,Approved,235.63
231,133,37,2017-08-12,True,Approved,1793.43
232,134,3002,2017-08-04,False,Approved,748.17
233,97,396,2017-09-01,False,Approved,1890.39
234,112,550,2017-09-01,True,Approved,1842.92
235,40,1605,2017-07-02,False,Approved,1240.31
236,135,2325,2017-08-31,True,Approved,1311.44
237,121,1420,2017-03-11,True,Approved,688.63
238,10,3099,2017-10-08,False,Approved,1231.15
239,12,1645,2017-10-01,True,Approved,71.16
240,63,546,2017-11-23,False,Approved,1071.23
241,38,2885,2017-03-27,True,Approved,235.63
242,119,2740,2017-12-04,False,Approved,1890.39
243,125,3166,2017-11-13,True,Approved,1483.2
244,136,3487,2017-12-20,True,Approved,1992.93
245,17,2890,2017-09-22,True,Approved,1311.44
246,86,3370,2017-01-22,False,Approved,795.34
247,61,3393,2017-01-29,True,Approved,958.74
248,119,2410,2017-07-21,False,Approved,1890.39
249,12,3466,2017-02-10,True,Approved,71.16
250,137,1454,2017-11-25,False,Cancelled,1762.96
251,125,1967,2017-04-11,,Approved,1483.2
252,5,3089,2017-12-03,False,Approved,1765.3
253,130,3123,2017-12-30,False,Approved,590.26
254,9,2692,2017-07-26,False,Approved,1071.23
255,100,2801,2017-04-01,True,Cancelled,544.05
256,138,1580,2017-10-22,True,Approved,1577.53
257,91,352,2017-03-22,False,Approved,1807.45
258,71,1777,2017-06-15,True,Approved,533.51
259,60,142,2017-07-06,True,Approved,1179.0
260,103,3393,2017-12-28,False,Approved,230.91
261,68,599,2017-05-09,False,Approved,1024.66
262,46,1258,2017-01-18,False,Approved,100.35
263,88,3405,2017-10-22,True,Approved,795.34
264,139,3198,2017-01-30,False,Approved,1577.53
265,83,834,2017-06-26,False,Approved,1775.81
266,31,3467,2017-11-07,True,Approved,1769.64
267,107,3436,2017-08-13,True,Approved,792.9
268,140,1516,2017-08-27,False,Approved,1636.9
269,95,2833,2017-01-25,True,Approved,1274.93
270,1,2362,2017-02-13,False,Approved,71.49
271,19,2337,2017-07-11,False,Approved,499.53
272,141,2149,2017-04-30,True,Approved,358.39
273,37,2133,2017-05-19,False,Approved,1151.96
274,42,360,2017-05-26,True,Approved,227.88
275,33,2969,2017-02-03,True,Approved,642.31
276,142,1720,2017-04-28,False,Approved,575.27
277,74,2904,2017-03-23,False,Approved,1148.64
278,102,754,2017-06-03,False,Approved,742.54
279,50,1826,2017-04-25,False,Approved,1403.5
280,90,2487,2017-04-08,False,Approved,1065.03
281,126,2815,2017-02-18,False,Approved,1458.17
282,26,541,2017-05-04,False,Approved,1403.5
283,14,302,2017-03-29,False,Approved,1661.92
284,31,2024,2017-10-03,True,Approved,1769.64
285,137,142,2017-07-27,True,Approved,1762.96
286,56,768,2017-08-07,True,Approved,183.86
287,143,2147,2017-02-07,True,Approved,1289.85
288,78,529,2017-11-20,True,Approved,945.04
289,132,825,2017-02-23,False,Approved,1163.89
290,35,624,2017-04-05,True,Approved,1894.19
291,139,2302,2017-11-07,False,Approved,1577.53
292,144,3380,2017-10-28,False,Approved,1977.36
293,145,314,2017-11-19,False,Approved,227.88
294,16,1079,2017-08-25,True,Approved,1555.58
295,95,1643,2017-01-20,True,Approved,1274.93
296,46,1524,2017-03-14,True,Approved,100.35
297,142,3205,2017-04-14,True,Approved,575.27
298,68,2860,2017-11-20,True,Approved,1024.66
299,132,772,2017-05-24,False,Approved,1163.89
300,53,323,2017-03-25,True,Approved,1129.13
301,5,2530,2017-03-24,,Approved,1765.3
302,82,2426,2017-03-17,True,Approved,1810.0
303,137,1883,2017-11-18,False,Approved,1762.96
304,10,2745,2017-04-07,False,Approved,1231.15
305,40,2819,2017-01-04,False,Approved,1240.31
306,146,792,2017-12-13,False,Approved,2005.66
307,50,923,2017-04-20,False,Approved,1403.5
308,98,3353,2017-07-21,False,Approved,980.37
309,140,3394,2017-11-27,False,Approved,1636.9
310,81,3213,2017-10-21,False,Approved,1873.97
311,55,3260,2017-03-07,False,Approved,1769.64
312,26,1015,2017-12-04,False,Approved,1403.5
313,37,2266,2017-01-25,False,Approved,1151.96
314,42,58,2017-08-20,True,Approved,227.88
315,129,3118,2017-12-18,True,Approved,1894.19
316,67,1414,2017-08-01,False,Approved,478.16
317,108,2202,2017-06-19,True,Approved,363.01
318,39,2144,2017-05-31,True,Approved,642.7
319,91,1033,2017-10-09,True,Approved,1807.45
320,61,2157,2017-06-20,True,Approved,958.74
321,78,1097,2017-01-23,False,Approved,945.04
322,10,2757,2017-04-19,False,Approved,1231.15
323,100,87,2017-11-08,True,Approved,544.05
324,147,2049,2017-10-11,False,Approved,1636.9
325,67,952,2017-11-14,True,Approved,478.16
326,35,1745,2017-01-20,False,Approved,1894.19
327,26,40,2017-05-09,True,Approved,1403.5
328,80,372,2017-10-17,True,Approved,358.39
329,16,1627,2017-08-11,True,Approved,1555.58
330,26,444,2017-11-15,False,Approved,1403.5
331,148,217,2017-05-23,False,Approved,586.45
332,112,1656,2017-08-02,True,Approved,1842.92
333,149,485,2017-12-16,True,Approved,1280.28
334,150,2252,2017-02-21,False,Approved,774.53
335,72,3103,2017-11-01,False,Approved,569.56
336,35,506,2017-10-05,True,Approved,1894.19
337,128,1615,2017-10-30,,Approved,1148.64
338,39,1881,2017-01-02,True,Approved,642.7
339,91,2903,2017-12-04,True,Approved,1807.45
340,71,1274,2017-12-16,False,Approved,533.51
341,26,1443,2017-08-27,False,Approved,1403.5
342,85,2091,2017-03-14,False,Approved,1777.8
343,148,1478,2017-03-11,,Approved,586.45
344,135,1493,2017-07-09,False,Approved,1311.44
345,62,1614,2017-03-21,False,Approved,792.9
346,137,476,2017-07-19,False,Approved,1762.96
347,14,1777,2017-04-12,True,Approved,1661.92
348,126,940,2017-08-11,False,Approved,1458.17
349,110,2930,2017-10-20,True,Approved,1036.59
350,19,2354,2017-10-26,True,Approved,499.53
351,151,1582,2017-06-15,False,Approved,1061.56
352,114,416,2017-06-19,False,Approved,774.53
353,74,1013,2017-04-20,True,Approved,1148.64
354,152,533,2017-11-14,False,Approved,2083.94
355,20,968,2017-03-22,True,Approved,1538.99
356,4,727,2017-07-09,True,Approved,1198.46
357,40,1160,2017-04-13,False,Approved,1240.31
358,42,3425,2017-12-06,True,Approved,227.88
359,96,1614,2017-11-10,True,Approved,1945.43
360,153,2140,2017-04-26,True,Approved,1240.31
361,8,2589,2017-01-31,False,Approved,1292.84
362,98,2920,2017-09-22,True,Approved,980.37
363,69,62,2017-08-14,True,Approved,1945.43
364,39,1112,2017-09-13,False,Approved,642.7
365,77,1995,2017-05-03,True,Approved,1812.75
366,52,1965,2017-08-22,False,Approved,1216.14
367,0,1614,2017-03-10,False,Approved,850.89
368,146,366,2017-01-24,True,Approved,2005.66
369,94,2682,2017-07-29,False,Approved,1179.0
370,5,2993,2017-08-03,True,Approved,1765.3
371,31,1887,2017-08-28,False,Approved,1769.64
372,56,1692,2017-08-16,True,Approved,183.86
373,26,1927,2017-06-24,False,Approved,1403.5
374,61,2567,2017-03-07,False,Approved,958.74
375,154,3276,2017-07-05,True,Approved,1362.99
376,73,1808,2017-02-09,False,Approved,478.16
377,98,2368,2017-10-17,False,Approved,980.37
378,88,470,2017-10-27,False,Approved,795.34
379,83,3270,2017-03-03,False,Approved,1775.81
380,2,1683,2017-08-20,True,Approved,2091.47
381,30,880,2017-09-18,True,Approved,1842.92
382,152,309,2017-12-02,True,Approved,2083.94
383,77,1698,2017-11-28,True,Approved,1812.75
384,9,1434,2017-08-28,False,Approved,1071.23
385,129,2712,2017-05-14,False,Approved,1894.19
386,132,892,2017-10-01,False,Approved,1163.89
387,110,832,2017-10-15,True,Approved,1036.59
388,13,1033,2017-05-03,True,Approved,1057.51
389,68,2834,2017-02-15,True,Approved,1024.66
390,16,3015,2017-01-04,False,Approved,1555.58
391,150,3484,2017-10-12,False,Approved,774.53
392,102,2775,2017-03-19,False,Approved,742.54
393,57,1208,2017-08-30,True,Approved,912.52
394,149,2109,2017-06-29,False,Approved,1280.28
395,155,3195,2017-10-12,True,Approved,1151.96
396,4,3366,2017-06-27,True,Approved,1198.46
397,8,2492,2017-02-27,False,Approved,1292.84
398,42,389,2017-03-12,True,Approved,227.88
399,152,1306,2017-12-18,,Approved,2083.94
400,156,552,2017-07-24,True,Approved,71.49
401,20,3009,2017-05-05,False,Approved,1538.99
402,4,2925,2017-06-14,False,Approved,1198.46
403,101,140,2017-02-17,False,Approved,1386.84
404,100,209,2017-09-14,True,Approved,544.05
405,33,225,2017-06-19,False,Approved,642.31
406,141,1595,2017-04-17,False,Approved,358.39
407,0,2559,2017-06-14,True,Approved,710.59
408,142,769,2017-12-11,False,Approved,575.27
409,121,1282,2017-05-08,False,Approved,688.63
410,20,2377,2017-03-07,False,Approved,1538.99
411,67,3355,2017-12-30,False,Approved,478.16
412,83,2350,2017-05-11,True,Approved,1775.81
413,48,720,2017-09-09,False,Approved,1977.36
414,91,3249,2017-02-02,True,Approved,1807.45
415,33,2939,2017-10-01,True,Approved,642.31
416,68,1035,2017-11-03,True,Approved,1024.66
417,69,492,2017-10-02,False,Approved,1945.43
418,77,3100,2017-12-10,True,Approved,1812.75
419,157,1586,2017-04-19,False,Approved,1231.15
420,158,31,2017-05-25,True,Approved,742.54
421,159,887,2017-04-28,False,Approved,1216.14
422,95,3356,2017-08-26,False,Approved,1274.93
423,20,2498,2017-09-15,True,Approved,1538.99
424,41,3415,2017-03-03,True,Approved,1635.3
425,160,2828,2017-09-06,False,Approved,1703.52
426,77,3117,2017-04-24,True,Approved,1812.75
427,75,2850,2017-11-19,False,Approved,495.72
428,67,2779,2017-11-30,True,Approved,478.16
429,65,683,2017-12-15,False,Approved,290.62
430,63,2342,2017-10-26,False,Approved,1071.23
431,98,3388,2017-02-12,False,Approved,980.37
432,16,1968,2017-06-19,True,Approved,1555.58
433,77,2923,2017-12-17,True,Approved,1812.75
434,100,15,2017-03-10,False,Approved,544.05
435,161,2659,2017-07-22,True,Approved,1483.2
436,89,3417,2017-09-26,True,Approved,1172.78
437,138,1862,2017-08-27,True,Approved,1577.53
438,33,1670,2017-04-17,False,Approved,642.31
439,17,2126,2017-12-05,True,Approved,1311.44
440,18,2702,2017-10-20,True,Approved,1292.84
441,90,125,2017-02-25,True,Approved,1065.03
442,125,750,2017-04-24,True,Approved,1483.2
443,162,359,2017-01-25,False,Approved,1280.28
444,17,2820,2017-09-10,False,Approved,1311.44
445,91,850,2017-11-25,True,Approved,1807.45
446,58,3072,2017-05-23,False,Approved,175.89
447,156,820,2017-06-23,False,Approved,71.49
448,53,919,2017-09-28,True,Approved,1129.13
449,76,1250,2017-03-31,False,Approved,1992.93
450,11,1655,2017-05-01,False,Approved,574.64
451,163,1194,2017-12-02,True,Approved,543.39
452,127,234,2017-03-20,False,Approved,1469.44
453,102,724,2017-11-22,False,Approved,742.54
454,102,1976,2017-05-03,False,Approved,742.54
455,85,193,2017-08-16,True,Approved,1777.8
456,62,1588,2017-01-30,True,Approved,792.9
457,110,290,2017-10-10,False,Approved,1036.59
458,135,167,2017-03-25,False,Approved,1311.44
459,123,2821,2017-04-29,True,Approved,2005.66
460,63,1201,2017-08-07,False,Approved,1071.23
461,34,893,2017-07-09,False,Approved,1289.85
462,67,2794,2017-09-05,True,Approved,478.16
463,89,3166,2017-07-14,True,Approved,1172.78
464,116,1422,2017-10-13,False,Approved,586.45
465,103,3476,2017-04-17,False,Approved,230.91
466,138,505,2017-06-24,True,Approved,1577.53
467,151,1132,2017-10-15,False,Approved,1061.56
468,88,2363,2017-11-02,True,Approved,795.34
469,10,1816,2017-10-11,False,Approved,1231.15
470,142,73,2017-04-30,False,Approved,575.27
471,142,647,2017-01-21,True,Approved,575.27
472,130,1304,2017-02-09,True,Approved,590.26
473,146,344,2017-11-11,False,Approved,2005.66
474,142,1001,2017-10-07,True,Approved,575.27
475,14,2724,2017-08-10,False,Approved,1661.92
476,164,1787,2017-08-19,True,Approved,1466.68
477,69,367,2017-02-12,,Approved,1945.43
478,80,524,2017-01-18,True,Approved,358.39
479,107,479,2017-09-08,True,Approved,792.9
480,162,1782,2017-04-17,True,Approved,1280.28
481,14,361,2017-03-15,True,Approved,1661.92
482,68,1135,2017-04-22,False,Approved,1024.66
483,151,1591,2017-02-15,True,Approved,1061.56
484,2,941,2017-05-04,True,Approved,2091.47
485,147,804,2017-03-17,False,Approved,1636.9
486,6,2729,2017-07-24,True,Approved,1538.99
487,19,223,2017-02-15,True,Approved,499.53
488,106,1571,2017-09-09,True,Approved,1466.68
489,128,2747,2017-01-25,False,Approved,1148.64
490,95,506,2017-04-12,True,Approved,1274.93
491,39,2676,2017-12-10,True,Approved,642.7
492,108,547,2017-01-11,True,Approved,363.01
493,31,2623,2017-12-03,True,Approved,1769.64
494,97,1509,2017-11-16,True,Approved,1890.39
495,63,479,2017-08-09,True,Approved,1071.23
496,43,661,2017-11-08,False,Approved,363.01
497,165,1854,2017-12-30,True,Approved,1024.66
498,24,125,2017-05-29,False,Approved,360.4
499,7,1037,2017-07-19,False,Approved,60.34
500,16,1446,2017-02-02,True,Approved,1555.58
501,52,2810,2017-07-25,True,Approved,1216.14
502,40,500,2017-06-13,True,Approved,1240.31
503,147,2468,2017-08-07,True,Approved,1636.9
504,11,1785,2017-03-10,False,Approved,574.64
505,166,2560,2017-07-09,False,Approved,590.26
506,166,1853,2017-12-04,False,Approved,590.26
507,112,3468,2017-09-02,True,Approved,1842.92
508,46,3389,2017-03-24,False,Approved,100.35
509,68,3015,2017-07-28,False,Approved,1024.66
510,167,3073,2017-04-23,True,Approved,752.64
511,85,683,2017-07-04,True,Approved,1777.8
512,67,1020,2017-10-02,True,Approved,478.16
513,120,1052,2017-11-29,False,Approved,533.51
514,119,1679,2017-01-02,True,Approved,1890.39
515,88,3330,2017-11-18,False,Approved,795.34
516,155,1591,2017-05-03,False,Approved,1151.96
517,55,311,2017-01-01,True,Approved,1769.64
518,65,1996,2017-11-25,False,Approved,290.62
519,40,997,2017-10-19,True,Approved,1240.31
520,4,1276,2017-09-21,False,Approved,1198.46
521,29,693,2017-02-18,False,Approved,1415.01
522,135,3013,2017-01-26,False,Approved,1311.44
523,65,2234,2017-01-07,True,Approved,290.62
524,168,1171,2017-02-10,True,Approved,1227.34
525,3,1849,2017-04-27,False,Approved,1793.43
526,83,827,2017-04-02,True,Approved,1775.81
527,101,1499,2017-08-27,True,Approved,1386.84
528,82,2233,2017-05-04,True,Approved,1810.0
529,42,103,2017-06-03,True,Approved,227.88
530,67,1202,2017-03-31,,Approved,478.16
531,7,1494,2017-06-10,True,Approved,60.34
532,55,1559,2017-10-15,True,Approved,1769.64
533,119,3381,2017-02-09,False,Approved,1890.39
534,101,1517,2017-04-08,False,Approved,1386.84
535,169,776,2017-10-28,True,Approved,1227.34
536,78,1018,2017-12-03,True,Approved,945.04
537,53,3280,2017-08-18,True,Approved,1129.13
538,118,1042,2017-03-23,False,Approved,1762.96
539,139,1312,2017-09-04,True,Approved,1577.53
540,126,682,2017-09-02,True,Approved,1458.17
541,59,1499,2017-04-13,True,Approved,1073.07
542,41,1555,2017-07-08,False,Approved,1635.3
543,170,246,2017-12-03,False,Approved,980.37
544,115,2734,2017-05-19,True,Approved,230.91
545,70,2336,2017-05-19,False,Approved,441.49
546,69,2391,2017-08-21,True,Approved,1945.43
547,45,2139,2017-06-26,True,Approved,1635.3
548,21,867,2017-03-06,True,Approved,1362.99
549,26,543,2017-01-25,False,Approved,1403.5
550,40,2839,2017-09-05,False,Approved,1240.31
551,145,3382,2017-10-15,True,Approved,227.88
552,63,333,2017-11-30,True,Approved,1071.23
553,89,2826,2017-10-22,False,Approved,1172.78
554,15,1707,2017-01-31,False,Approved,1765.3
555,171,1198,2017-05-08,True,Approved,945.04
556,46,359,2017-09-04,False,Approved,100.35
557,172,170,2017-01-16,True,Approved,1807.45
558,84,3481,2017-02-22,False,Approved,495.72
559,83,3104,2017-03-21,,Approved,1775.81
560,135,695,2017-01-10,False,Approved,1311.44
561,91,2298,2017-01-01,False,Approved,1807.45
562,88,753,2017-09-23,False,Approved,795.34
563,109,3071,2017-04-05,False,Approved,202.62
564,70,1913,2017-11-18,True,Approved,441.49
565,91,2633,2017-09-23,False,Approved,1807.45
566,108,178,2017-11-28,False,Approved,363.01
567,10,252,2017-03-09,False,Approved,1231.15
568,106,1032,2017-08-04,True,Approved,1466.68
569,173,1094,2017-05-08,False,Approved,1172.78
570,140,1396,2017-12-21,True,Approved,1636.9
571,1,1186,2017-08-20,False,Approved,71.49
572,161,2770,2017-01-27,True,Approved,1483.2
